,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,3D,3D,3D,3D,3D,3D,3D,3D,3D,3D
447,10.94,185.817,10.94,103.68,10.94,110.074,10.94,0,10.94,2.44101,10.94,178.026,10.94,12.8663,10.94,2687.93,10.94,49.3043,10.94,1.73739,10.94,22.9217,10.94,117.156,10.94,64.0093,10.94,56.7562,10.94,63.9264,10.94,31.815,10.94,0,10.94,310.465,10.94,370.258,10.94,9.10385,10.94,9.53891,10.94,3.76093,10.94,130.475,10.94,11.3547,10.94,10000,10.94,0,10.94,26.9151,10.94,4.74565,10.94,5.59614,10.94,0,10.94,1.34614,10.94,10.3159,10.94,15.9455,10.94,15.7259,10.94,15.1314,10.94,13.3636,10.94,130.958,10.94,130.958,10.94,15.8057,10.94,27.2618,10.94,40.4296,10.94,0.1665,10.94,0.00602,10.94,0,10.94,0,10.94,0.34862,10.94,1.22096,10.94,16.5469,10.94,0.01407,10.94,0,10.94,0.07848,10.94,0,10.94,2.40409,10.94,126.174,10.94,62.4201,10.94,0.09747,10.94,0.01346,10.94,1.14718,10.94,0.50841,10.94,12.5469,10.94,12.3102,10.94,15.9478,10.94,15.0094,10.94,0,10.94,0,10.94,59.5598,10.94,1668.75,10.94,657.195,10.94,42.8804,10.94,9.63842,10.94,10.5833
448,10.96,165.779,10.96,113.89,10.96,104.153,10.96,0,10.96,1.59545,10.96,165.589,10.96,13.2834,10.96,1804.06,10.96,51.5123,10.96,1.80222,10.96,28.835,10.96,119.374,10.96,69.1608,10.96,61.3114,10.96,69.072,10.96,31.3679,10.96,0,10.96,236.623,10.96,262.283,10.96,18.5569,10.96,9.83013,10.96,3.54126,10.96,107.06,10.96,10.8641,10.96,8590.47,10.96,0,10.96,28.6223,10.96,4.49639,10.96,5.2765,10.96,0,10.96,1.30825,10.96,9.56662,10.96,14.5725,10.96,14.3576,10.96,13.8416,10.96,12.3217,10.96,109.192,10.96,109.192,10.96,14.3893,10.96,24.2769,10.96,35.2646,10.96,0.13523,10.96,0.00637,10.96,0,10.96,0,10.96,0.37667,10.96,1.26019,10.96,18.7557,10.96,0.0146,10.96,0,10.96,0.08258,10.96,0,10.96,2.62594,10.96,113.876,10.96,57.7871,10.96,0.11586,10.96,0.01392,10.96,1.03977,10.96,0.56131,10.96,12.6055,10.96,13.0271,10.96,16.9118,10.96,13.8436,10.96,0,10.96,0,10.96,64.2438,10.96,1111.32,10.96,566.405,10.96,40.0662,10.96,13.7417,10.96,15.4077
449,10.98,148.805,10.98,125.744,10.98,104.736,10.98,0,10.98,1.08959,10.98,155.152,10.98,13.7211,10.98,1280.21,10.98,53.9555,10.98,1.87101,10.98,38.2189,10.98,110.658,10.98,74.9942,10.98,66.4676,10.98,74.8983,10.98,30.9868,10.98,0,10.98,193.863,10.98,200.752,10.98,18.3503,10.98,10.1349,10.98,3.34073,10.98,89.3535,10.98,0.91738,10.98,6060.82,10.98,0,10.98,30.4968,10.98,4.26624,10.98,4.98408,10.98,0,10.98,1.27195,10.98,8.89646,10.98,13.3692,10.98,13.1601,10.98,12.7098,10.98,11.3983,10.98,87.7791,10.98,87.7791,10.98,13.1591,10.98,21.7541,10.98,31.0223,10.98,0.1192,10.98,0.00674,10.98,0,10.98,0,10.98,0.40825,10.98,1.30134,10.98,21.5611,10.98,0.01515,10.98,0,10.98,0.087,10.98,0,10.98,2.87983,10.98,103.61,10.98,53.9655,10.98,0.1399,10.98,0.0144,10.98,0.94671,10.98,0.62286,10.98,12.7826,10.98,13.8167,10.98,17.9822,10.98,12.8083,10.98,0,10.98,0,10.98,75.6015,10.98,765.358,10.98,558.483,10.98,37.5198,10.98,20.6489,10.98,23.4606
450,11,134.306,11,139.623,11,112.479,11,0,11,0.78809,11,146.388,11,14.1808,11,958.842,11,56.6609,11,1.94413,11,53.83,11,104.913,11,81.6342,11,72.3346,11,81.53,11,30.6695,11,0,11,168.763,11,167.187,11,18.1965,11,10.454,11,3.15716,11,75.6504,11,0.78555,11,3961.17,11,0,11,32.5612,11,4.0533,11,4.716,11,0,11,1.23713,11,8.29477,11,12.3088,11,12.1063,11,11.7111,11,10.5763,11,77.2521,11,77.2521,11,12.0822,11,19.6033,11,27.497,11,0.11369,11,0.00715,11,0,11,0,11,0.68258,11,1.34454,11,25.2103,11,0.01574,11,0,11,0.09179,11,0,11,3.17218,11,94.8486,11,50.806,11,0.17218,11,0.0149,11,0.86556,11,0.69506,11,13.1227,11,14.6963,11,19.1896,11,11.8845,11,0,11,0,11,83.6054,11,563.439,11,629.382,11,35.2084,11,31.8164,11,36.0351
451,11.02,121.825,11.02,156.026,11.02,130.462,11.02,0,11.02,0.59925,11.02,139.044,11.02,14.6639,11.02,747.952,11.02,59.6596,11.02,2.02198,11.02,80.2975,11.02,108.638,11.02,89.2369,11.02,79.0498,11.02,89.1229,11.02,30.4143,11.02,0,11.02,150.252,11.02,150.755,11.02,18.0918,11.02,10.7885,11.02,2.98865,11.02,64.8404,11.02,0.67995,11.02,2575.12,11.02,0,11.02,34.842,11.02,3.85589,11.02,4.46976,11.02,0,11.02,1.20373,11.02,7.75264,11.02,11.3696,11.02,11.1743,11.02,10.8258,11.02,9.8417,11.02,79.013,11.02,79.013,11.02,11.1337,11.02,17.7551,11.02,24.5367,11.02,0.11505,11.02,0.0076,11.02,0,11.02,0,11.02,0.72977,11.02,1.38993,11.02,30.1063,11.02,0.01637,11.02,0,11.02,0.09698,11.02,0,11.02,3.51113,11.02,87.2643,11.02,48.194,11.02,0.21716,11.02,0.01543,11.02,0.79438,11.02,0.78047,11.02,13.6995,11.02,15.6897,11.02,20.584,11.02,11.057,11.02,0,11.02,0,11.02,75.3906,11.02,446.189,11.02,801.95,11.02,33.1041,11.02,47.8157,11.02,52.538
452,11.04,111.007,11.04,175.617,11.04,165.39,11.04,0,11.04,0.47243,11.04,132.92,11.04,15.1722,11.04,600.386,11.04,62.9883,11.04,2.105,11.04,119.807,11.04,125.088,11.04,98,11.04,86.7866,11.04,97.8736,11.04,30.2198,11.04,0,11.04,129.091,11.04,142.603,11.04,18.0332,11.04,11.1392,11.04,2.83358,11.04,56.1706,11.04,0.59413,11.04,1737.57,11.04,0,11.04,47.2919,11.04,3.67254,11.04,4.2432,11.04,0,11.04,0,11.04,7.26257,11.04,10.534,11.04,10.346,11.04,10.0372,11.04,9.18305,11.04,91.4922,11.04,91.4922,11.04,10.2937,11.04,16.1556,11.04,22.0274,11.04,0.1213,11.04,0.00809,11.04,0,11.04,0,11.04,0.78304,11.04,1.43767,11.04,36.9748,11.04,0.01703,11.04,0,11.04,0.10262,11.04,0,11.04,3.90707,11.04,80.6356,11.04,46.0407,11.04,0.28341,11.04,0.01599,11.04,0.7316,11.04,0.8825,11.04,5.48116,11.04,16.8238,11.04,22.2412,11.04,10.3129,11.04,0,11.04,0,11.04,57.0765,11.04,375.93,11.04,1124.07,11.04,31.1828,11.04,64.262,11.04,65.3399
453,11.06,101.574,11.06,199.297,11.06,228.483,11.06,0.14885,11.06,0.38215,11.06,127.857,11.06,15.7074,11.06,492.311,11.06,66.69,11.06,2.1937,11.06,169.509,11.06,159.882,11.06,108.173,11.06,95.7661,11.06,108.033,11.06,30.0854,11.06,0,11.06,106.856,11.06,130.425,11.06,18.0181,11.06,11.5073,11.06,2.69054,11.06,49.116,11.06,0.52346,11.06,1240.71,11.06,0,11.06,50.3855,11.06,3.50195,11.06,4.03446,11.06,0,11.06,0,11.06,6.81822,11.06,9.78743,11.06,9.60668,11.06,9.33192,11.06,8.59072,11.06,111.331,11.06,111.331,11.06,9.54629,11.06,14.7623,11.06,19.8826,11.06,1.22056,11.06,0.00863,11.06,0,11.06,0,11.06,0.84357,11.06,1.4879,11.06,47.2426,11.06,0.01773,11.06,0,11.06,0.10877,11.06,0,11.06,4.37342,11.06,74.8019,11.06,44.2765,11.06,0.38802,11.06,0.01658,11.06,0.67595,11.06,1.0057,11.06,7.31432,11.06,18.1113,11.06,24.2509,11.06,9.64128,11.06,0,11.06,0,11.06,40.6707,11.06,332.715,11.06,1646.36,11.06,29.424,11.06,68.1605,11.06,62.192
454,11.08,93.2998,11.08,232.047,11.08,333.341,11.08,0.15298,11.08,4.84963,11.08,123.731,11.08,16.2713,11.08,410.663,11.08,70.8155,11.08,2.28867,11.08,202.793,11.08,223.128,11.08,120.082,11.08,106.274,11.08,119.925,11.08,30.0105,11.08,0,11.08,88.4211,11.08,109.667,11.08,18.0445,11.08,11.894,11.08,2.55829,11.08,43.3019,11.08,0.46462,11.08,934.116,11.08,0,11.08,53.8201,11.08,3.34296,11.08,3.84193,11.08,0,11.08,0,11.08,6.41419,11.08,9.11765,11.08,8.94418,11.08,8.6987,11.08,8.05679,11.08,137.13,11.08,137.13,11.08,8.87851,11.08,13.5413,11.08,18.0351,11.08,1.2663,11.08,0.00923,11.08,0,11.08,0,11.08,0.91281,11.08,1.54081,11.08,63.7143,11.08,0.01848,11.08,0,11.08,0.11549,11.08,0,11.08,4.92776,11.08,69.6799,11.08,42.8468,11.08,0.56263,11.08,0.01721,11.08,0.62641,11.08,1.1563,11.08,10.3006,11.08,19.4926,11.08,26.6525,11.08,9.03311,11.08,0,11.08,0,11.08,29.3961,11.08,306.765,11.08,2336.29,11.08,27.81,11.08,55.576,11.08,47.4325
455,11.1,86.0063,11.1,270.553,11.1,483.894,11.1,0.15729,11.1,4.92477,11.1,120.441,11.1,16.8662,11.1,347.523,11.1,75.4251,11.1,2.39055,11.1,186.154,11.1,327.487,11.1,134.15,11.1,118.682,11.1,133.974,11.1,29.995,11.1,0,11.1,74.8419,11.1,88.6542,11.1,18.1108,11.1,12.3005,11.1,2.43576,11.1,38.4555,11.1,0.4151,11.1,731.504,11.1,0,11.1,57.6496,11.1,3.19455,11.1,3.66425,11.1,0,11.1,0.00575,11.1,6.04591,11.1,8.5146,11.1,8.3483,11.1,8.12811,11.1,7.57472,11.1,160.445,11.1,160.445,11.1,8.27964,11.1,12.4654,11.1,16.4328,11.1,1.31862,11.1,0.00989,11.1,0,11.1,0,11.1,0.99264,11.1,1.5966,11.1,91.2898,11.1,0.01927,11.1,0,11.1,0.12285,11.1,0,11.1,5.59346,11.1,65.0945,11.1,41.7081,11.1,0.85591,11.1,0.01798,11.1,10.5163,11.1,1.34291,11.1,15.339,11.1,20.8194,11.1,29.2141,11.1,8.48067,11.1,0,11.1,0,11.1,22.3553,11.1,293.201,11.1,2852.57,11.1,26.3253,11.1,39.532,11.1,33.5607
456,11.12,79.5475,11.12,316.444,11.12,633.868,11.12,0.16177,11.12,5.01653,11.12,117.913,11.12,17.4943,11.12,297.745,11.12,80.5905,11.12,2.50011,11.12,139.822,11.12,476.293,11.12,150.943,11.12,133.489,11.12,150.743,11.12,30.0393,11.12,0,11.12,64.679,11.12,72.4943,11.12,18.2156,11.12,12.7282,11.12,2.32202,11.12,34.3748,11.12,0.37306,11.12,588.974,11.12,0,11.12,61.939,11.12,3.0558,11.12,3.50026,11.12,0,11.12,0.00591,11.12,5.70943,11.12,7.96978,11.12,7.8105,11.12,7.61224,11.12,7.13926,11.12,157.515,11.12,157.515,11.12,7.74083,11.12,11.5128,11.12,15.0342,11.12,1.37896,11.12,0.01062,11.12,0,11.12,0,11.12,1.08547,11.12,1.65547,11.12,136.764,11.12,0.02012,11.12,0,11.12,0.13094,11.12,0,11.12,6.40212,11.12,61.0071,11.12,40.8262,11.12,1.32053,11.12,0.01868,11.12,10.7575,11.12,1.5778,11.12,23.6368,11.12,22.1085,11.12,31.276,11.12,7.97737,11.12,0,11.12,0,11.12,18.0539,11.12,289.513,11.12,2669.66,11.12,24.9564,11.12,27.6359,11.12,24.3685
457,11.14,73.8047,11.14,375.764,11.14,656.63,11.14,0.16645,11.14,5.42473,11.14,116.087,11.14,18.1581,11.14,257.845,11.14,89.3791,11.14,2.61822,11.14,98.7851,11.14,623.151,11.14,171.078,11.14,151.256,11.14,170.848,11.14,30.1442,11.14,0,11.14,57.0556,11.14,60.912,11.14,18.3581,11.14,13.1785,11.14,2.21621,11.14,30.9074,11.14,0.33707,11.14,484.227,11.14,0,11.14,66.7677,11.14,2.92589,11.14,3.349,11.14,0,11.14,0.00608,11.14,5.40139,11.14,7.47602,11.14,7.32356,11.14,7.1444,11.14,6.74636,11.14,125.959,11.14,125.959,11.14,7.25481,11.14,10.6652,11.14,13.8064,11.14,1.44972,11.14,0.01144,11.14,0,11.14,0,11.14,1.19444,11.14,1.71765,11.14,205.613,11.14,0.02102,11.14,0,11.14,0.13984,11.14,0,11.14,7.39717,11.14,57.3552,11.14,40.1738,11.14,1.95107,11.14,0.01943,11.14,11.0147,11.14,1.87881,11.14,36.0505,11.14,23.546,11.14,32.7236,11.14,7.51758,11.14,0,11.14,0,11.14,15.3342,11.14,294.519,11.14,1987.69,11.14,23.6918,11.14,19.6937,11.14,18.2684
458,11.16,68.6807,11.16,454.507,11.16,523.601,11.16,0.17134,11.16,5.55089,11.16,114.92,11.16,18.8603,11.16,225.394,11.16,94.6351,11.16,2.74588,11.16,72.4378,11.16,644.44,11.16,195.905,11.16,173.128,11.16,195.638,11.16,30.3107,11.16,0,11.16,46.9447,11.16,52.7386,11.16,18.5378,11.16,13.6532,11.16,2.11762,11.16,27.9368,11.16,0.30602,11.16,404.907,11.16,0,11.16,72.2326,11.16,2.80408,11.16,3.20971,11.16,0,11.16,0.00625,11.16,5.11889,11.16,7.02722,11.16,6.88141,11.16,6.71891,11.16,6.39323,11.16,90.2624,11.16,90.2624,11.16,6.81562,11.16,9.90794,11.16,12.7228,11.16,1.53482,11.16,0.01236,11.16,0,11.16,0,11.16,1.3237,11.16,1.78341,11.16,288.903,11.16,0.02199,11.16,0,11.16,0.14969,11.16,0,11.16,8.63967,11.16,54.0884,11.16,39.7294,11.16,2.4951,11.16,0.02022,11.16,11.2881,11.16,2.27285,11.16,50.4915,11.16,25.2326,11.16,34.2761,11.16,7.09645,11.16,0,11.16,0,11.16,13.5019,11.16,307.974,11.16,1336.83,11.16,22.521,11.16,14.0227,11.16,13.4226
459,11.18,64.096,11.18,562.998,11.18,360.868,11.18,0.17644,11.18,5.68837,11.18,114.383,11.18,19.6041,11.18,198.661,11.18,102.185,11.18,2.88426,11.18,59.4316,11.18,515.609,11.18,226.756,11.18,200.297,11.18,226.444,11.18,30.5406,11.18,0,11.18,42.3021,11.18,46.7856,11.18,18.7542,11.18,14.1539,11.18,2.02559,11.18,25.373,11.18,0.27905,11.18,343.46,11.18,0,11.18,78.4541,11.18,2.68971,11.18,3.08186,11.18,0,11.18,0.00644,11.18,4.85944,11.18,6.61819,11.18,6.47884,11.18,6.33091,11.18,6.07864,11.18,63.8068,11.18,63.8068,11.18,6.41841,11.18,9.22865,11.18,11.7617,11.18,1.64094,11.18,0.01339,11.18,0,11.18,0,11.18,1.47884,11.18,1.85301,11.18,336.434,11.18,0.02302,11.18,0,11.18,0.16061,11.18,0,11.18,10.2173,11.18,51.1658,11.18,39.4762,11.18,2.44687,11.18,0.02105,11.18,11.5781,11.18,2.80272,11.18,57.3966,11.18,27.1996,11.18,36.3523,11.18,6.70982,11.18,0,11.18,0,11.18,12.1938,11.18,330.442,11.18,885.655,11.18,21.4352,11.18,10.0477,11.18,9.70952
460,11.2,59.9855,11.2,720.91,11.2,238.692,11.2,0.18178,11.2,5.83651,11.2,114.459,11.2,20.3927,11.2,176.385,11.2,110.763,11.2,3.03474,11.2,56.8937,11.2,359.908,11.2,265.776,11.2,234.646,11.2,265.405,11.2,30.8358,11.2,0,11.2,38.4964,11.2,38.2815,11.2,19.0073,11.2,14.6827,11.2,1.93955,11.2,23.1451,11.2,0.25549,11.2,294.952,11.2,0,11.2,85.5825,11.2,2.5822,11.2,2.96516,11.2,0,11.2,0.00663,11.2,4.62092,11.2,6.24449,11.2,6.11141,11.2,5.97626,11.2,5.80355,11.2,48.0499,11.2,48.0499,11.2,6.05921,11.2,8.61706,11.2,10.9054,11.2,1.78069,11.2,0.01456,11.2,0,11.2,0,11.2,1.6675,11.2,1.92672,11.2,297.564,11.2,0.02413,11.2,0,11.2,0.17277,11.2,0,11.2,12.2598,11.2,48.5548,11.2,39.4013,11.2,1.86229,11.2,0.02195,11.2,11.8851,11.2,3.54292,11.2,49.1485,11.2,29.4683,11.2,39.0237,11.2,6.35406,11.2,0,11.2,0,11.2,11.2239,11.2,363.346,11.2,607.799,11.2,20.4263,11.2,7.39705,11.2,7.13246
461,11.22,56.2975,11.22,967.389,11.22,160.745,11.22,0.18736,11.22,5.99495,11.22,115.144,11.22,21.2298,11.22,157.636,11.22,120.561,11.22,3.19891,11.22,63.6198,11.22,244.316,11.22,316.169,11.22,278.987,11.22,315.721,11.22,31.9237,11.22,0,11.22,35.3258,11.22,34.7763,11.22,19.3606,11.22,15.2417,11.22,1.85898,11.22,21.1973,11.22,0.23478,11.22,256.03,11.22,0,11.22,93.8074,11.22,2.481,11.22,2.85961,11.22,0,11.22,0.00682,11.22,4.40152,11.22,5.90231,11.22,5.77535,11.22,5.65136,11.22,5.57356,11.22,39.8652,11.22,39.8652,11.22,5.73433,11.22,8.06454,11.22,10.1393,11.22,1.97927,11.22,0.01588,11.22,0,11.22,0,11.22,1.90832,11.22,2.00497,11.22,215.707,11.22,0.02532,11.22,0,11.22,0.18636,11.22,0,11.22,14.9675,11.22,46.23,11.22,39.4952,11.22,1.24758,11.22,0.0229,11.22,12.2096,11.22,4.63666,11.22,34.6192,11.22,32.0705,11.22,42.2846,11.22,6.02603,11.22,0,11.22,0,11.22,10.4896,11.22,409.191,11.22,443.644,11.22,19.4872,11.22,5.6355,11.22,5.40307
462,11.24,52.9921,11.24,1375.03,11.24,113.934,11.24,0.19321,11.24,6.16358,11.24,116.444,11.24,22.1196,11.24,141.708,11.24,131.815,11.24,3.3787,11.24,79.496,11.24,171.974,11.24,382.985,11.24,337.751,11.24,382.433,11.24,32.378,11.24,0,11.24,32.6546,11.24,31.9291,11.24,19.6901,11.24,15.8332,11.24,1.78341,11.24,19.4845,11.24,0.21648,11.24,224.351,11.24,0,11.24,103.371,11.24,2.38563,11.24,2.76566,11.24,0,11.24,0.00703,11.24,4.19972,11.24,5.58836,11.24,5.46738,11.24,5.35317,11.24,5.40422,11.24,35.2189,11.24,35.2189,11.24,5.4407,11.24,7.56379,11.24,9.45118,11.24,2.28397,11.24,0.01739,11.24,0,11.24,0,11.24,2.2009,11.24,2.08809,11.24,145.442,11.24,0.0266,11.24,0,11.24,0.20161,11.24,0,11.24,18.6724,11.24,44.1728,11.24,39.7513,11.24,0.80812,11.24,0.02391,11.24,12.5524,11.24,6.36931,11.24,22.6137,11.24,35.0545,11.24,46.1478,11.24,5.72304,11.24,0,11.24,0,11.24,9.92828,11.24,472.018,11.24,345.141,11.24,18.6117,11.24,4.43811,11.24,4.23549
463,11.26,50.0435,11.26,2055.86,11.26,85.6726,11.26,0.19933,11.26,6.34247,11.26,118.379,11.26,30.165,11.26,128.067,11.26,144.825,11.26,3.5764,11.26,101.786,11.26,130.239,11.26,474.818,11.26,418.446,11.26,474.122,11.26,35.2258,11.26,0,11.26,30.3859,11.26,29.577,11.26,20.0579,11.26,16.4598,11.26,1.71245,11.26,17.9706,11.26,0.20023,11.26,198.245,11.26,0,11.26,114.586,11.26,2.29565,11.26,2.6843,11.26,0,11.26,0.00725,11.26,4.01429,11.26,5.29982,11.26,5.18474,11.26,5.07902,11.26,5.32382,11.26,30.164,11.26,30.164,11.26,5.18163,11.26,7.10863,11.26,8.8309,11.26,2.76949,11.26,0.01913,11.26,0,11.26,0,11.26,2.5754,11.26,2.17647,11.26,102.417,11.26,0.02798,11.26,0,11.26,0.2188,11.26,0,11.26,23.9835,11.26,42.3711,11.26,40.1654,11.26,0.53405,11.26,0.02499,11.26,12.9142,11.26,9.26631,11.26,14.7013,11.26,38.487,11.26,50.6691,11.26,5.44276,11.26,0,11.26,0,11.26,9.49894,11.26,558.333,11.26,283.166,11.26,17.7942,11.26,3.59519,11.26,3.42318
464,11.28,47.4454,11.28,3132.31,11.28,67.6334,11.28,0.20575,11.28,6.5318,11.28,120.98,11.28,31.3749,11.28,116.297,11.28,159.969,11.28,3.79476,11.28,116.802,11.28,107.144,11.28,608.362,11.28,535.79,11.28,607.452,11.28,35.9013,11.28,0,11.28,28.4476,11.28,27.6125,11.28,20.465,11.28,17.1243,11.28,1.64571,11.28,16.626,11.28,0.18574,11.28,176.49,11.28,0,11.28,127.863,11.28,2.21067,11.28,2.61752,11.28,5.74288,11.28,0.00747,11.28,3.84426,11.28,5.03426,11.28,4.92503,11.28,4.82665,11.28,5.35675,11.28,24.3679,11.28,24.3679,11.28,4.96067,11.28,6.69379,11.28,8.26988,11.28,3.52172,11.28,0.02114,11.28,0,11.28,0,11.28,3.06602,11.28,2.27059,11.28,74.4403,11.28,0.02947,11.28,0,11.28,0.23829,11.28,0,11.28,32.1087,11.28,40.82,11.28,40.7358,11.28,0.37137,11.28,0.02614,11.28,13.296,11.28,14.1266,11.28,9.92285,11.28,42.456,11.28,55.9509,11.28,5.18329,11.28,0,11.28,0,11.28,9.17383,11.28,679.126,11.28,242.747,11.28,17.0298,11.28,2.9778,11.28,2.83373
465,11.3,45.2236,11.3,4597.17,11.3,55.275,11.3,0.21248,11.3,6.7319,11.3,124.295,11.3,32.661,11.3,106.071,11.3,174.623,11.3,4.03712,11.3,107.684,11.3,94.9755,11.3,816.351,11.3,718.458,11.3,815.103,11.3,36.6648,11.3,0,11.3,26.7848,11.3,25.9598,11.3,20.9128,11.3,17.8298,11.3,1.58286,11.3,15.4265,11.3,0.17277,11.3,158.182,11.3,0,11.3,143.746,11.3,2.13031,11.3,2.56902,11.3,5.90548,11.3,0.00771,11.3,3.689,11.3,4.78962,11.3,4.68624,11.3,4.59412,11.3,5.49875,11.3,19.4476,11.3,19.4476,11.3,4.78803,11.3,6.31475,11.3,7.76088,11.3,4.55385,11.3,0.02348,11.3,0,11.3,0,11.3,3.72842,11.3,2.37094,11.3,58.2412,11.3,0.03109,11.3,0,11.3,0.26048,11.3,0,11.3,45.3952,11.3,39.5223,11.3,41.463,11.3,0.27344,11.3,0.02738,11.3,13.6987,11.3,21.7923,11.3,7.08756,11.3,47.075,11.3,62.1427,11.3,4.94319,11.3,0,11.3,0,11.3,8.9336,11.3,854.729,11.3,216.744,11.3,16.314,11.3,2.50931,11.3,2.38869
466,11.32,43.4529,11.32,5882.41,11.32,46.3138,11.32,0.21954,11.32,6.9432,11.32,128.385,11.32,34.0301,11.32,97.1319,11.32,195.722,11.32,4.30759,11.32,84.4163,11.32,89.8536,11.32,1159.55,11.32,1019.75,11.32,1157.74,11.32,37.5225,11.32,0,11.32,20.8756,11.32,24.5636,11.32,21.4028,11.32,18.5798,11.32,1.5236,11.32,14.3519,11.32,0.1611,11.32,142.64,11.32,0,11.32,162.972,11.32,2.05426,11.32,2.54615,11.32,6.07507,11.32,0.00796,11.32,3.54818,11.32,4.56414,11.32,4.4667,11.32,4.37977,11.32,5.60322,11.32,15.8453,11.32,15.8453,11.32,4.66777,11.32,5.96765,11.32,7.29773,11.32,5.53056,11.32,0.02623,11.32,0,11.32,0,11.32,4.66245,11.32,2.47808,11.32,48.6983,11.32,0.03283,11.32,0,11.32,0.28591,11.32,0,11.32,67.8204,11.32,38.4911,11.32,42.3495,11.32,0.21087,11.32,0.02871,11.32,14.1234,11.32,32.0775,11.32,5.33656,11.32,52.4906,11.32,69.4465,11.32,4.72161,11.32,0,11.32,0,11.32,8.76463,11.32,1131.99,11.32,201.957,11.32,15.6428,11.32,2.14397,11.32,2.04233
467,11.34,42.267,11.34,5819.04,11.34,39.5611,11.34,0.22697,11.34,7.16619,11.34,133.336,11.34,35.4895,11.34,89.2734,11.34,220.904,11.34,4.61127,11.34,64.2453,11.34,90.3841,11.34,1731.61,11.34,1521.8,11.34,1728.85,11.34,38.4814,11.34,0,11.34,19.7662,11.34,23.3825,11.34,21.9368,11.34,19.3781,11.34,1.46767,11.34,13.3856,11.34,0.15058,11.34,129.342,11.34,0,11.34,186.556,11.34,1.9822,11.34,2.56397,11.34,6.25207,11.34,0.00822,11.34,3.42194,11.34,4.35639,11.34,4.26507,11.34,4.18224,11.34,5.38671,11.34,13.3084,11.34,13.3084,11.34,4.57687,11.34,5.64916,11.34,6.87516,11.34,5.64515,11.34,0.0295,11.34,0,11.34,0,11.34,6.064,11.34,2.59265,11.34,42.8317,11.34,0.03473,11.34,0,11.34,0.31522,11.34,0,11.34,104.607,11.34,37.7619,11.34,43.4,11.34,0.16806,11.34,0.03014,11.34,14.5715,11.34,40.6204,11.34,4.17831,11.34,58.8938,11.34,78.1316,11.34,4.51821,11.34,0,11.34,0,11.34,8.65726,11.34,1577.2,11.34,197.635,11.34,15.0127,11.34,1.85308,11.34,1.76673
468,11.36,41.827,11.36,4504.96,11.36,34.3337,11.36,0.23478,11.36,7.4015,11.36,139.253,11.36,37.0475,11.36,82.3285,11.36,251.287,11.36,4.95454,11.36,51.894,11.36,96.8834,11.36,2634.61,11.36,2314.16,11.36,2630.35,11.36,39.5499,11.36,0,11.36,18.8261,11.36,22.3852,11.36,22.5171,11.36,20.2289,11.36,1.24406,11.36,12.5135,11.36,0.14105,11.36,117.884,11.36,0,11.36,215.922,11.36,1.91387,11.36,2.65195,11.36,6.43692,11.36,0.0085,11.36,3.311,11.36,4.16521,11.36,4.08035,11.36,4.00047,11.36,4.88796,11.36,11.4982,11.36,11.4982,11.36,4.43131,11.36,5.35643,11.36,6.48869,11.36,4.83009,11.36,0.0334,11.36,0,11.36,0,11.36,8.31927,11.36,2.71534,11.36,39.1222,11.36,0.0368,11.36,0,11.36,0.34927,11.36,0,11.36,159.086,11.36,37.3597,11.36,44.6213,11.36,0.13719,11.36,0.03167,11.36,15.0442,11.36,39.3018,11.36,3.36289,11.36,66.5363,11.36,88.5572,11.36,4.33269,11.36,0,11.36,0,11.36,8.60472,11.36,2330.8,11.36,205.577,11.36,14.4204,11.36,1.6176,11.36,1.54361
