,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,0D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,2D,3D,3D,3D,3D,3D,3D,3D,3D,3D,3D
1351,29.02,373.021,29.02,888.14,29.02,90.8759,29.02,65.5913,29.02,3313.35,29.02,2612.63,29.02,4.25614,29.02,858.476,29.02,148.551,29.02,403.603,29.02,63.5046,29.02,320.785,29.02,115.883,29.02,118.209,29.02,115.85,29.02,598.781,29.02,23.7079,29.02,205.658,29.02,604.391,29.02,33.4757,29.02,916.408,29.02,68.3524,29.02,86.3656,29.02,13.4285,29.02,1316.55,29.02,64.4908,29.02,22.8257,29.02,1.81133,29.02,2.72685,29.02,28.1634,29.02,70.1842,29.02,11.8727,29.02,76.77,29.02,104.462,29.02,86.2978,29.02,15.6808,29.02,66.7473,29.02,66.7473,29.02,28.47,29.02,143.391,29.02,31.6802,29.02,79.4094,29.02,50.7149,29.02,54.0593,29.02,42.3894,29.02,3.7468,29.02,9.07153,29.02,530.219,29.02,15.7308,29.02,7.39674,29.02,6.39567,29.02,4.07133,29.02,35.5343,29.02,100.761,29.02,162.991,29.02,5.60992,29.02,14.1044,29.02,12.062,29.02,2.74107,29.02,3576.56,29.02,2.97385,29.02,3.39446,29.02,155.822,29.02,30.852,29.02,123.292,29.02,223.07,29.02,110.052,29.02,456.657,29.02,2.62204,29.02,12.488,29.02,12.056
1352,29.04,373.266,29.04,1170.98,29.04,100.431,29.04,58.4898,29.04,2439.99,29.04,1736.3,29.04,4.03012,29.04,616.873,29.04,173.21,29.04,592.635,29.04,62.1978,29.04,245.259,29.04,108.538,29.04,111.016,29.04,108.494,29.04,733.983,29.04,22.3563,29.04,189.085,29.04,432.901,29.04,29.255,29.04,662.254,29.04,81.5326,29.04,87.9989,29.04,12.9437,29.04,1377.39,29.04,66.2739,29.04,23.0341,29.04,1.75937,29.04,2.64364,29.04,25.8355,29.04,50.0249,29.04,10.5451,29.04,56.7614,29.04,73.9006,29.04,62.1107,29.04,16.0959,29.04,64.346,29.04,64.346,29.04,24.6888,29.04,216.301,29.04,37.8513,29.04,56.8737,29.04,39.4399,29.04,46.8056,29.04,44.2506,29.04,4.09043,29.04,8.48734,29.04,387.977,29.04,16.0093,29.04,7.30578,29.04,6.85777,29.04,3.89684,29.04,31.4232,29.04,92.0058,29.04,159.201,29.04,5.64698,29.04,17.7842,29.04,10.4868,29.04,2.76409,29.04,2589.8,29.04,3.41492,29.04,3.92198,29.04,200.027,29.04,27.5385,29.04,91.3645,29.04,170.717,29.04,131.611,29.04,407.12,29.04,2.69876,29.04,11.6867,29.04,11.3134
1353,29.06,399.174,29.06,1652.5,29.06,115.953,29.06,52.7715,29.06,1627.4,29.06,1198.99,29.06,3.8296,29.06,410.535,29.06,201.93,29.06,785.09,29.06,62.5828,29.06,196.771,29.06,105.681,29.06,108.502,29.06,105.608,29.06,738.222,29.06,20.7347,29.06,193.362,29.06,318.237,29.06,27.2896,29.06,451.21,29.06,104.326,29.06,101.266,29.06,12.6023,29.06,1122.97,29.06,68.7792,29.06,23.698,29.06,1.71371,29.06,2.57347,29.06,23.903,29.06,37.7416,29.06,9.44268,29.06,43.7601,29.06,53.9241,29.06,46.3839,29.06,14.7078,29.06,63.6805,29.06,63.6805,29.06,22.3833,29.06,331.228,29.06,46.0385,29.06,40.1983,29.06,33.9256,29.06,40.9708,29.06,47.7163,29.06,4.56846,29.06,8.05715,29.06,269.098,29.06,15.7975,29.06,7.25042,29.06,7.37965,29.06,3.76609,29.06,29.3034,29.06,89.6261,29.06,166.634,29.06,5.77525,29.06,23.4085,29.06,9.24562,29.06,2.60343,29.06,1727.16,29.06,4.09135,29.06,4.47321,29.06,197.746,29.06,24.8102,29.06,71.2814,29.06,125.587,29.06,161.523,29.06,320.357,29.06,2.79147,29.06,11.065,29.06,10.7454
1354,29.08,458.309,29.08,2440.6,29.08,141.229,29.08,48.1269,29.08,1068.78,29.08,877.954,29.08,3.65166,29.08,272.273,29.08,226.541,29.08,822.611,29.08,62.0853,29.08,170.061,29.08,109.257,29.08,112.707,29.08,109.117,29.08,638.168,29.08,19.412,29.08,219.182,29.08,248.518,29.08,26.0099,29.08,308.311,29.08,136.001,29.08,117.436,29.08,12.3788,29.08,784.6,29.08,72.585,29.08,24.962,29.08,1.74121,29.08,2.51587,29.08,22.2922,29.08,29.7568,29.08,8.51691,29.08,35.0093,29.08,41.0907,29.08,36.1453,29.08,12.3491,29.08,66.6388,29.08,66.6388,29.08,21.8551,29.08,486.676,29.08,57.2547,29.08,30.8607,29.08,32.8413,29.08,35.4064,29.08,52.9308,29.08,5.26038,29.08,7.76335,29.08,190.727,29.08,16.0535,29.08,7.2287,29.08,7.97427,29.08,3.67482,29.08,28.6991,29.08,92.2167,29.08,186.619,29.08,6.0149,29.08,30.694,29.08,8.26005,29.08,2.64899,29.08,1154.5,29.08,4.84998,29.08,5.17812,29.08,151.707,29.08,22.548,29.08,57.4456,29.08,96.667,29.08,205.506,29.08,258.98,29.08,2.9018,29.08,10.5965,29.08,10.3273
1355,29.1,577.896,29.1,3605.46,29.1,179.956,29.1,44.4806,29.1,725.413,29.1,679.398,29.1,3.55502,29.1,185.75,29.1,242.927,29.1,659.716,29.1,60.4986,29.1,149.337,29.1,121.18,29.1,125.74,29.1,120.918,29.1,549.271,29.1,18.3209,29.1,262.06,29.1,209.495,29.1,25.2662,29.1,218.416,29.1,174.368,29.1,118.09,29.1,12.2561,29.1,522.755,29.1,78.0333,29.1,27.0742,29.1,1.7094,29.1,2.47062,29.1,20.9471,29.1,24.2127,29.1,7.73198,29.1,28.8033,29.1,32.6101,29.1,29.2047,29.1,10.3507,29.1,72.5596,29.1,72.5596,29.1,21.5067,29.1,621.686,29.1,73.3669,29.1,27.3626,29.1,35.8172,29.1,31.3282,29.1,60.2737,29.1,6.3096,29.1,7.59704,29.1,145.693,29.1,17.084,29.1,7.23925,29.1,9.05047,29.1,3.62037,29.1,29.5028,29.1,96.9457,29.1,224.356,29.1,6.40138,29.1,36.4473,29.1,7.47637,29.1,2.70376,29.1,820.921,29.1,5.88337,29.1,6.0983,29.1,102.439,29.1,20.6805,29.1,47.6751,29.1,81.3142,29.1,274.222,29.1,238.992,29.1,3.03181,29.1,10.2622,29.1,10.0418
1356,29.12,746.625,29.12,5001.45,29.12,238.737,29.12,41.4729,29.12,521.499,29.12,543.676,29.12,3.41705,29.12,134.992,29.12,264.65,29.12,453.997,29.12,59.3651,29.12,127.485,29.12,145.328,29.12,151.829,29.12,144.87,29.12,520.4,29.12,17.4144,29.12,298.02,29.12,192.039,29.12,24.9654,29.12,162.413,29.12,218.744,29.12,99.2076,29.12,12.223,29.12,353.163,29.12,85.6411,29.12,30.4996,29.12,1.68351,29.12,2.4377,29.12,19.8242,29.12,20.1752,29.12,7.06093,29.12,24.1141,29.12,26.6248,29.12,24.2337,29.12,9.04015,29.12,73.3218,29.12,73.3218,29.12,19.1904,29.12,623.12,29.12,98.0629,29.12,27.4044,29.12,42.9814,29.12,28.1089,29.12,70.5222,29.12,7.93548,29.12,7.55739,29.12,123.748,29.12,19.0118,29.12,7.28121,29.12,9.86415,29.12,3.60139,29.12,32.8012,29.12,93.7048,29.12,290.804,29.12,7.00078,29.12,35.9226,29.12,6.85832,29.12,2.74216,29.12,646.544,29.12,7.35519,29.12,7.33185,29.12,67.0517,29.12,19.1639,29.12,40.3781,29.12,77.1927,29.12,385.57,29.12,253.903,29.12,3.03613,29.12,10.0496,29.12,9.87759
1357,29.14,849.127,29.14,6097.77,29.14,324.667,29.14,39.0013,29.14,397.098,29.14,442.388,29.14,3.29564,29.14,103.371,29.14,306.617,29.14,298.557,29.14,62.4887,29.14,111.974,29.14,181.809,29.14,190.912,29.14,181.073,29.14,562.871,29.14,16.6585,29.14,283.8,29.14,193.315,29.14,25.046,29.14,126.274,29.14,245.404,29.14,77.1098,29.14,12.2726,29.14,250.428,29.14,96.2064,29.14,36.1689,29.14,1.66355,29.14,2.41731,29.14,18.8898,29.14,17.1404,29.14,6.45727,29.14,20.5655,29.14,22.282,29.14,20.5021,29.14,8.31191,29.14,63.9423,29.14,63.9423,29.14,15.6332,29.14,513.716,29.14,138.412,29.14,27.5107,29.14,53.2484,29.14,25.4255,29.14,84.6589,29.14,10.3839,29.14,7.65216,29.14,118.946,29.14,22.1005,29.14,7.35422,29.14,10.8395,29.14,3.61784,29.14,38.1665,29.14,83.916,29.14,404.725,29.14,7.90639,29.14,31.2983,29.14,6.38302,29.14,2.81859,29.14,565.229,29.14,9.5888,29.14,9.04958,29.14,44.9787,29.14,17.9699,29.14,34.7392,29.14,84.0733,29.14,563.478,29.14,282.111,29.14,3.21771,29.14,9.95083,29.14,9.82873
1358,29.16,756.916,29.16,6139.02,29.16,418.434,29.16,37.0481,29.16,316.09,29.16,365.927,29.16,3.18949,29.16,82.2994,29.16,380.682,29.16,199.783,29.16,70.3511,29.16,107.837,29.16,221.445,29.16,233.148,29.16,220.428,29.16,692.271,29.16,16.0284,29.16,228.664,29.16,215.177,29.16,25.4964,29.16,101.55,29.16,219.42,29.16,61.4738,29.16,12.4014,29.16,188.317,29.16,111.026,29.16,45.8992,29.16,1.6496,29.16,2.40995,29.16,18.1174,29.16,14.8075,29.16,5.95737,29.16,17.7687,29.16,18.9658,29.16,17.6072,29.16,7.97647,29.16,51.0696,29.16,51.0696,29.16,12.546,29.16,394.937,29.16,206.163,29.16,24.5583,29.16,60.4304,29.16,23.1823,29.16,104.917,29.16,13.661,29.16,7.98679,29.16,130.539,29.16,26.9153,29.16,7.45837,29.16,12.0549,29.16,3.67091,29.16,46.462,29.16,74.0548,29.16,589.791,29.16,9.44022,29.16,27.546,29.16,6.03918,29.16,2.90737,29.16,514.26,29.16,13.2164,29.16,11.58,29.16,31.9239,29.16,17.0537,29.16,30.3109,29.16,102.64,29.16,822.623,29.16,286.396,29.16,3.42854,29.16,9.96276,29.16,9.89378
1359,29.18,557.215,29.18,5028.6,29.18,456.422,29.18,35.5628,29.18,259.719,29.18,308.179,29.18,3.09764,29.18,67.3461,29.18,504.501,29.18,141.044,29.18,79.3351,29.18,114.63,29.18,237.617,29.18,249.889,29.18,236.517,29.18,943.55,29.18,15.5054,29.18,174.448,29.18,256.985,29.18,26.3094,29.18,83.6777,29.18,163.027,29.18,52.7936,29.18,12.609,29.18,148.971,29.18,132.402,29.18,62.777,29.18,1.64185,29.18,2.41636,29.18,17.4862,29.18,12.9831,29.18,5.52208,29.18,15.5235,29.18,16.3652,29.18,15.2417,29.18,7.83326,29.18,41.5605,29.18,41.5605,29.18,10.3695,29.18,288.292,29.18,316.366,29.18,20.349,29.18,56.2589,29.18,21.3085,29.18,135.515,29.18,16.793,29.18,8.42206,29.18,161.431,29.18,34.3363,29.18,7.5942,29.18,13.6477,29.18,3.76313,29.18,61.0955,29.18,67.4591,29.18,856.658,29.18,11.974,29.18,26.8939,29.18,5.82809,29.18,3.01028,29.18,438.593,29.18,19.3257,29.18,15.5775,29.18,24.1326,29.18,16.2679,29.18,26.7679,29.18,134.685,29.18,1128.36,29.18,260.029,29.18,3.67359,29.18,10.0864,29.18,10.076
1360,29.2,380.431,29.2,3634.89,29.2,401.323,29.2,34.5168,29.2,218.554,29.2,264.086,29.2,3.01946,29.2,56.2497,29.2,708.187,29.2,106.765,29.2,86.6826,29.2,124.714,29.2,227.208,29.2,237.742,29.2,226.251,29.2,1366,29.2,15.0755,29.2,137.129,29.2,305.958,29.2,27.5089,29.2,70.2283,29.2,113.415,29.2,49.4177,29.2,12.8971,29.2,122.483,29.2,164.818,29.2,90.8633,29.2,1.64058,29.2,2.51497,29.2,16.9799,29.2,11.538,29.2,5.14138,29.2,13.6934,29.2,14.2852,29.2,13.3863,29.2,7.84542,29.2,37.3556,29.2,37.3556,29.2,8.93874,29.2,198.972,29.2,477.316,29.2,17.5331,29.2,44.8914,29.2,19.7531,29.2,184.835,29.2,18.1555,29.2,9.09777,29.2,213.728,29.2,45.2313,29.2,7.7627,29.2,15.8288,29.2,3.89861,29.2,86.3173,29.2,64.0808,29.2,1178.19,29.2,16.0297,29.2,29.7636,29.2,5.76958,29.2,3.03387,29.2,345.767,29.2,29.3842,29.2,22.2443,29.2,19.2256,29.2,15.3828,29.2,23.8991,29.2,173.494,29.2,1370.31,29.2,237.231,29.2,3.95912,29.2,10.3272,29.2,10.3834
1361,29.22,260.1,29.22,2587.38,29.22,312.048,29.22,33.9025,29.22,187.509,29.22,229.943,29.22,2.95486,29.22,47.759,29.22,1023.32,29.22,85.5844,29.22,91.5026,29.22,123.16,29.22,213.877,29.22,222.312,29.22,213.099,29.22,1984.84,29.22,14.7283,29.22,115.147,29.22,318.145,29.22,29.1463,29.22,59.8184,29.22,80.633,29.22,49.9096,29.22,13.2703,29.22,103.45,29.22,217.189,29.22,132.518,29.22,1.6462,29.22,2.55483,29.22,16.5856,29.22,10.3841,29.22,4.80724,29.22,12.1824,29.22,12.5949,29.22,11.8651,29.22,8.18929,29.22,37.8488,29.22,37.8488,29.22,8.01301,29.22,136.084,29.22,653.154,29.22,16.7195,29.22,34.6361,29.22,18.4815,29.22,267.867,29.22,18.0193,29.22,10.0743,29.22,275.114,29.22,59.0712,29.22,7.96533,29.22,18.8426,29.22,4.08334,29.22,126.823,29.22,63.2338,29.22,1439.77,29.22,21.9008,29.22,37.1958,29.22,5.91747,29.22,3.17549,29.22,267.039,29.22,44.4545,29.22,33.3013,29.22,16.2099,29.22,14.4325,29.22,21.5597,29.22,191.24,29.22,1378.66,29.22,233.221,29.22,4.29305,29.22,10.6955,29.22,10.83
1362,29.24,186.232,29.24,1906.64,29.24,246.954,29.24,33.187,29.24,163.548,29.24,203.081,29.24,2.9045,29.24,41.1096,29.24,1448.32,29.24,72.0576,29.24,90.9019,29.24,109.162,29.24,195.343,29.24,202.046,29.24,194.733,29.24,2659.52,29.24,14.4559,29.24,104.32,29.24,273.099,29.24,31.3081,29.24,51.5877,29.24,61.0244,29.24,53.6378,29.24,13.7355,29.24,90.3983,29.24,304.99,29.24,180.059,29.24,1.65925,29.24,2.61323,29.24,16.2936,29.24,9.46198,29.24,4.51319,29.24,10.9209,29.24,11.2028,29.24,10.6023,29.24,9.08131,29.24,41.9562,29.24,41.9562,29.24,7.40841,29.24,95.8037,29.24,722.139,29.24,17.0245,29.24,27.8452,29.24,17.4738,29.24,406.221,29.24,17.1565,29.24,11.5948,29.24,300.055,29.24,70.5856,29.24,8.20406,29.24,22.7581,29.24,4.32572,29.24,182.424,29.24,64.4022,29.24,1398.15,29.24,28.3712,29.24,51.3394,29.24,6.39123,29.24,3.34086,29.24,209.911,29.24,61.9615,29.24,50.8587,29.24,13.9179,29.24,13.7806,29.24,19.6506,29.24,166.996,29.24,1144.71,29.24,239.794,29.24,4.6855,29.24,11.2074,29.24,11.4369
1363,29.26,142.319,29.26,1429.91,29.26,215.267,29.26,33.5171,29.26,144.712,29.26,181.669,29.26,2.87058,29.26,35.8015,29.26,1914.2,29.26,63.8519,29.26,83.3147,29.26,97.1252,29.26,163.196,29.26,168.358,29.26,162.773,29.26,3002.92,29.26,14.2525,29.26,102.678,29.26,212.462,29.26,34.1298,29.26,44.965,29.26,49.3793,29.26,60.9219,29.26,14.3024,29.26,81.7099,29.26,453.18,29.26,199.786,29.26,1.68042,29.26,2.69288,29.26,16.0963,29.26,8.73537,29.26,4.25394,29.26,9.85726,29.26,10.0225,29.26,9.54263,29.26,10.7247,29.26,47.43,29.26,47.43,29.26,7.02288,29.26,70.4356,29.26,627.614,29.26,16.3488,29.26,23.9971,29.26,16.7257,29.26,619.67,29.26,16.2955,29.26,13.9713,29.26,261.129,29.26,73.1909,29.26,8.46794,29.26,26.7819,29.26,4.63735,29.26,231.813,29.26,67.4544,29.26,1069.72,29.26,31.2375,29.26,75.0751,29.26,7.41196,29.26,3.53569,29.26,170.154,29.26,70.6522,29.26,74.3241,29.26,12.2819,29.26,13.1634,29.26,18.1011,29.26,126.974,29.26,894.127,29.26,246.848,29.26,5.14954,29.26,11.8866,29.26,12.2344
1364,29.28,115.675,29.28,1094.84,29.28,200.23,29.28,34.4017,29.28,129.687,29.28,164.66,29.28,2.8579,29.28,31.4936,29.28,2371.2,29.28,58.8343,29.28,71.3648,29.28,90.2199,29.28,131.394,29.28,135.361,29.28,131.135,29.28,2844.2,29.28,14.1142,29.28,108.046,29.28,167.035,29.28,37.8228,29.28,39.5554,29.28,42.2119,29.28,73.3175,29.28,14.9842,29.28,76.4217,29.28,683.98,29.28,169.205,29.28,1.77777,29.28,2.79746,29.28,15.9885,29.28,8.19005,29.28,4.02517,29.28,8.92713,29.28,9.047,29.28,8.64519,29.28,13.2121,29.28,49.4318,29.28,49.4318,29.28,6.8167,29.28,53.9889,29.28,469.179,29.28,13.9473,29.28,22.1331,29.28,16.2519,29.28,890.032,29.28,16.6718,29.28,17.8872,29.28,201.152,29.28,72.0381,29.28,8.7874,29.28,28.9477,29.28,5.03424,29.28,230.78,29.28,72.7203,29.28,723.625,29.28,28.5908,29.28,108.129,29.28,9.30222,29.28,3.76785,29.28,142.156,29.28,60.885,29.28,93.6119,29.28,11.1134,29.28,12.7333,29.28,16.8451,29.28,96.6096,29.28,739.813,29.28,237.251,29.28,5.70226,29.28,12.7666,29.28,13.2663
1365,29.3,98.7886,29.3,884.796,29.3,185.265,29.3,35.9547,29.3,117.56,29.3,150.571,29.3,2.87449,29.3,27.947,29.3,2612.07,29.3,57.1456,29.3,61.3669,29.3,83.9806,29.3,109.298,29.3,112.471,29.3,109.156,29.3,2439.07,29.3,14.0383,29.3,123.262,29.3,140.318,29.3,42.7273,29.3,35.0785,29.3,38.578,29.3,94.3519,29.3,15.7978,29.3,74.5554,29.3,982.805,29.3,121.046,29.3,1.82005,29.3,3.00786,29.3,15.9665,29.3,7.83392,29.3,3.82336,29.3,8.15322,29.3,8.21909,29.3,7.8533,29.3,16.0651,29.3,45.6444,29.3,45.6444,29.3,6.78258,29.3,42.9306,29.3,321.153,29.3,11.3696,29.3,21.5147,29.3,16.0934,29.3,1073.57,29.3,19.0762,29.3,24.5321,29.3,153.062,29.3,76.4023,29.3,9.15243,29.3,29.3629,29.3,5.53856,29.3,180.596,29.3,81.0986,29.3,475.257,29.3,25.0162,29.3,143.256,29.3,13.4477,29.3,4.05059,29.3,121.611,29.3,43.2586,29.3,90.3467,29.3,10.296,29.3,12.4678,29.3,15.9463,29.3,80.8621,29.3,663.75,29.3,206.247,29.3,6.36628,29.3,13.8948,29.3,14.5946
1366,29.32,87.8153,29.32,776.158,29.32,177.113,29.32,38.3543,29.32,107.688,29.32,139.058,29.32,2.93008,29.32,24.99,29.32,2307.26,29.32,59.3527,29.32,57.1891,29.32,73.57,29.32,97.1107,29.32,99.8024,29.32,97.0425,29.32,1893.49,29.32,14.0238,29.32,151.55,29.32,129.171,29.32,49.4357,29.32,31.3305,29.32,38.2026,29.32,130.411,29.32,16.8612,29.32,73.1527,29.32,1201.84,29.32,81.4422,29.32,1.8741,29.32,3.17955,29.32,16.0285,29.32,7.69029,29.32,3.61222,29.32,7.48616,29.32,7.5112,29.32,7.19513,29.32,17.543,29.32,40.4332,29.32,40.4332,29.32,6.93481,29.32,35.0628,29.32,212.551,29.32,9.5621,29.32,21.7207,29.32,16.3997,29.32,981.6,29.32,24.0317,29.32,35.5429,29.32,117.086,29.32,92.0256,29.32,9.5677,29.32,30.1804,29.32,6.18148,29.32,125.144,29.32,94.1687,29.32,319.696,29.32,24.2013,29.32,150.566,29.32,17.4177,29.32,4.39573,29.32,105.816,29.32,28.6313,29.32,68.392,29.32,9.75701,29.32,12.3534,29.32,14.943,29.32,76.6665,29.32,642.195,29.32,176.144,29.32,7.17206,29.32,15.3386,29.32,16.3103
1367,29.34,80.393,29.34,755.717,29.34,190.379,29.34,41.8786,29.34,99.6058,29.34,129.65,29.34,3.02737,29.34,22.4969,29.34,1708.06,29.34,67.0537,29.34,58.8195,29.34,62.5486,29.34,91.8636,29.34,94.1737,29.34,91.8366,29.34,1341.32,29.34,14.0707,29.34,195.408,29.34,131.391,29.34,59.0805,29.34,28.1603,29.34,40.7788,29.34,190.496,29.34,15.185,29.34,68.2867,29.34,1120.31,29.34,55.4715,29.34,1.94181,29.34,3.39525,29.34,16.1742,29.34,7.76708,29.34,3.45701,29.34,6.90801,29.34,6.90204,29.34,6.62582,29.34,16.9138,29.34,36.2586,29.34,36.2586,29.34,7.35264,29.34,29.2218,29.34,143.237,29.34,8.55733,29.34,22.566,29.34,17.2343,29.34,719.163,29.34,32.1675,29.34,52.1996,29.34,94.7791,29.34,124.867,29.34,10.0388,29.34,32.7069,29.34,7.00764,29.34,84.7996,29.34,114.075,29.34,226.855,29.34,27.5772,29.34,121.69,29.34,20.0911,29.34,4.82924,29.34,93.2188,29.34,19.001,29.34,46.1794,29.34,9.44891,29.34,12.3892,29.34,14.0184,29.34,76.3736,29.34,692.893,29.34,162.772,29.34,8.16128,29.34,17.1954,29.34,18.5504
1368,29.36,76.7283,29.36,834.477,29.36,233.567,29.36,46.9793,29.36,92.9751,29.36,121.998,29.36,3.13245,29.36,20.374,29.36,1203.18,29.36,82.8214,29.36,63.96,29.36,54.8961,29.36,93.6848,29.36,95.8702,29.36,93.6817,29.36,931.066,29.36,13.9605,29.36,237.775,29.36,148.622,29.36,73.9072,29.36,25.4544,29.36,45.8737,29.36,282.091,29.36,16.6313,29.36,60.771,29.36,831.983,29.36,39.745,29.36,2.02561,29.36,3.66615,29.36,16.405,29.36,7.94738,29.36,3.32153,29.36,6.40459,29.36,6.37501,29.36,6.13081,29.36,16.0053,29.36,33.0335,29.36,33.0335,29.36,8.18942,29.36,24.7492,29.36,100.99,29.36,8.18465,29.36,24.0043,29.36,19.0404,29.36,480.029,29.36,42.6198,29.36,72.1806,29.36,85.3864,29.36,182.723,29.36,10.5726,29.36,37.5896,29.36,8.08291,29.36,59.5649,29.36,142.494,29.36,170.678,29.36,36.8478,29.36,85.002,29.36,18.6213,29.36,5.38858,29.36,82.918,29.36,13.2186,29.36,30.5392,29.36,9.3589,29.36,12.587,29.36,13.2465,29.36,70.2759,29.36,844.024,29.36,171.912,29.36,9.39527,29.36,19.6107,29.36,21.5348
1369,29.38,76.0856,29.38,1033.77,29.38,307.324,29.38,54.447,29.38,87.5476,29.38,115.841,29.38,3.15503,29.38,18.5502,29.38,894.56,29.38,109.254,29.38,68.6523,29.38,51.687,29.38,102.068,29.38,104.284,29.38,102.107,29.38,670.923,29.38,14.1411,29.38,244.543,29.38,181.319,29.38,98.0366,29.38,23.2117,29.38,50.3237,29.38,394.239,29.38,18.3424,29.38,54.119,29.38,559.817,29.38,30.3188,29.38,2.12865,29.38,4.0076,29.38,16.7236,29.38,7.85262,29.38,3.20423,29.38,5.96456,29.38,5.91698,29.38,5.69853,29.38,15.4754,29.38,30.8234,29.38,30.8234,29.38,9.53214,29.38,21.2456,29.38,74.9888,29.38,8.29409,29.38,26.0733,29.38,22.5536,29.38,317.696,29.38,50.837,29.38,83.1667,29.38,88.1102,29.38,271.024,29.38,11.1771,29.38,45.6825,29.38,9.50865,29.38,44.725,29.38,176.568,29.38,134.662,29.38,50.8071,29.38,57.3977,29.38,14.6158,29.38,6.14122,29.38,74.3452,29.38,9.83372,29.38,20.9021,29.38,9.57324,29.38,12.9717,29.38,12.642,29.38,59.2038,29.38,1066.96,29.38,207.569,29.38,10.9509,29.38,22.8145,29.38,25.6411
1370,29.4,78.9297,29.4,1363.67,29.4,389.573,29.4,65.7849,29.4,83.1407,29.4,110.987,29.4,3.0785,29.4,16.6518,29.4,759.72,29.4,143.514,29.4,69.1506,29.4,50.8645,29.4,119.169,29.4,121.683,29.4,119.364,29.4,518.088,29.4,14.3908,29.4,208.696,29.4,229.404,29.4,137.735,29.4,21.1952,29.4,50.3444,29.4,461.565,29.4,20.3824,29.4,49.593,29.4,371.836,29.4,24.4015,29.4,2.25502,29.4,4.44105,29.4,17.1347,29.4,7.29086,29.4,3.10393,29.4,5.57878,29.4,5.5175,29.4,5.31967,29.4,14.3262,29.4,30.8618,29.4,30.8618,29.4,11.0723,29.4,18.4507,29.4,58.1277,29.4,8.81796,29.4,28.878,29.4,28.9505,29.4,219.482,29.4,52.8394,29.4,74.2384,29.4,103.906,29.4,374.208,29.4,11.8622,29.4,58.2782,29.4,11.4494,29.4,36.0364,29.4,205.714,29.4,109.99,29.4,66.453,29.4,40.0808,29.4,10.7675,29.4,7.2001,29.4,67.1127,29.4,7.7974,29.4,15.2784,29.4,9.92691,29.4,13.583,29.4,12.1924,29.4,50.2853,29.4,1234.02,29.4,273.092,29.4,13.3483,29.4,27.1961,29.4,31.5377
1371,29.42,86.7582,29.42,1729.8,29.42,422.858,29.42,83.8025,29.42,79.6219,29.42,107.295,29.42,2.9945,29.42,15.2825,29.42,767.467,29.42,168.559,29.42,65.105,29.42,52.7716,29.42,148.513,29.42,151.762,29.42,149.106,29.42,434.056,29.42,14.7152,29.42,165.942,29.42,273.691,29.42,199.804,29.42,19.4357,29.42,46.4617,29.42,414.547,29.42,22.8374,29.42,46.8484,29.42,256.57,29.42,20.4122,29.42,2.41011,29.42,4.99709,29.42,17.7672,29.42,6.61878,29.42,3.01973,29.42,5.23983,29.42,5.16815,29.42,4.98673,29.42,12.7491,29.42,33.6352,29.42,33.6352,29.42,11.8794,29.42,16.1869,29.42,46.5229,29.42,9.77562,29.42,32.5984,29.42,39.6021,29.42,162.926,29.42,54.6482,29.42,54.7858,29.42,133.947,29.42,423.612,29.42,12.6398,29.42,76.5892,29.42,14.187,29.42,30.7805,29.42,229.322,29.42,92.225,29.42,71.9066,29.42,30.159,29.42,8.40673,29.42,8.80812,29.42,60.9418,29.42,6.51112,29.42,12.0047,29.42,10.5531,29.42,14.4823,29.42,11.8847,29.42,46.4487,29.42,1258.08,29.42,361.492,29.42,15.9937,29.42,33.4499,29.42,40.3731
