,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
21,5.433886208,0.099865537,5.433355991,0.155153513,5.433886208,0.051611399,5.433355991,0.084946724,5.433355991,0.38590482,5.433886208,0.198455854,5.433355991,0.353912738,5.433886208,0.185546474,5.433355991,0.318543211,5.433886208,0.255156531,5.43999999,0.292704726,5.433355991,0.39298487
22,5.453608308,0.028816959,5.45305399,0.193673866,5.453608308,0.02911483,5.45305399,0.155708138,5.45305399,0.227169145,5.453608308,0.012253196,5.45305399,0.080512031,5.453608308,0.048624391,5.45305399,0.25607962,5.453608308,0.170491826,5.45999999,1.859119741,5.45305399,0.207034697
23,5.473330408,0.075320369,5.47275199,0.112402483,5.473330408,0.145516971,5.47275199,0.097540524,5.47275199,0.0662979,5.473330408,0.064193449,5.47275199,0.316468054,5.473330408,0.028114522,5.47275199,0.064275158,5.473330408,0.152242331,5.479999989,5.426190197,5.47275199,0.350516115
24,5.493052509,0.027361258,5.49244999,0.332632011,5.493052509,0.050202778,5.49244999,0.066325596,5.49244999,0.077261164,5.493052509,0.05665756,5.49244999,0.13584262,5.493052509,0.005710293,5.49244999,0.065160205,5.493052509,0.179811222,5.499999989,2.006083905,5.49244999,0.385720884
25,5.512774609,0.053646671,5.512147989,0.361193213,5.512774609,0.045101595,5.512147989,0.050937595,5.512147989,0.169840934,5.512774609,0.267423311,5.512147989,0.246317059,5.512774609,0.042893086,5.512147989,0.089750994,5.512774609,0.068768865,5.519999988,1.562297434,5.512147989,0.200628052
26,5.532496709,0.12140712,5.531845989,0.211313776,5.532496709,0.153652309,5.531845989,0.016918563,5.531845989,0.072355997,5.532496709,0.004567511,5.531845989,0.106086868,5.532496709,0.02568102,5.531845989,0.085881195,5.532496709,0.075316484,5.539999988,0.868665785,5.531845989,0.363979546
27,5.55221881,0.101857694,5.551543988,0.498081209,5.55221881,0.090264175,5.551543988,0.272441155,5.551543988,0.492461502,5.55221881,0.232748604,5.551543988,0.136845909,5.55221881,0.143903328,5.551543988,0.128259569,5.55221881,0.031946715,5.559999987,5.201026438,5.551543988,0.169163343
28,5.57194091,0.014295908,5.571241988,0.068204103,5.57194091,0.099646191,5.571241988,0.158424667,5.571241988,0.336495425,5.57194091,0.078829423,5.571241988,0.201295621,5.57194091,0.12175194,5.571241988,0.117678453,5.57194091,0.132621949,5.579999987,2.771374102,5.571241988,0.212734115
29,5.59166301,0.171463087,5.590939987,0.139463509,5.59166301,0.201639628,5.590939987,0.004793403,5.590939987,0.299703983,5.59166301,0.072603191,5.590939987,0.365043723,5.59166301,0.16580133,5.590939987,0.30300974,5.59166301,0.150274917,5.599999987,0.342377207,5.590939987,0.156949577
30,5.611385111,0.054947658,5.610637987,0.135621261,5.611385111,0.058942893,5.610637987,0.15546726,5.610637987,0.011711902,5.611385111,0.012443258,5.610637987,0.026230395,5.611385111,0.03479507,5.610637987,0.287232954,5.611385111,0.036430738,5.619999986,3.414035754,5.610637987,0.213452743
31,5.631107211,0.102259454,5.630335987,0.1517537,5.631107211,0.090348773,5.630335987,0.143531997,5.630335987,0.35552087,5.631107211,0.183812478,5.630335987,0.24968455,5.631107211,0.075518308,5.630335987,0.039345771,5.631107211,0.05120451,5.639999986,0.486349742,5.630335987,0.018482183
32,5.650829311,0.133825154,5.650033986,0.168019293,5.650829311,0.150590036,5.650033986,0.032404627,5.650033986,0.295903803,5.650829311,0.031155287,5.650033986,0.01026034,5.650829311,0.132984841,5.650033986,0.068252771,5.650829311,0.039549046,5.659999985,6.559319172,5.650033986,0.315526752
33,5.670551412,0.039615639,5.669731986,0.033838818,5.670551412,0.133611159,5.669731986,0.290434047,5.669731986,0.226544899,5.670551412,0.189392331,5.669731986,0.161143664,5.670551412,0.146787009,5.669731986,0.064041814,5.670551412,0.25940086,5.679999985,0.132944043,5.669731986,0.312377281
34,5.690273512,0.133671385,5.689429985,0.017306916,5.690273512,0.055306567,5.689429985,0.186934137,5.689429985,0.008034669,5.690273512,0.010375449,5.689429985,0.087247013,5.690273512,0.076149863,5.689429985,0.251068558,5.690273512,0.042770521,5.699999984,2.707224356,5.689429985,0.206504389
35,5.709995613,0.142663214,5.709127985,0.290367284,5.709995613,0.112937399,5.709127985,0.228634934,5.709127985,0.220480295,5.709995613,0.095842441,5.709127985,0.363974832,5.709995613,0.061054703,5.709127985,0.136327794,5.709995613,0.084102486,5.719999984,2.282160111,5.709127985,0.154402865
36,5.729717713,0.042033644,5.728825985,0.175645131,5.729717713,0.069328917,5.728825985,0.412787747,5.728825985,0.230863841,5.729717713,0.040580638,5.728825985,0.124913532,5.729717713,0.165070375,5.728825985,0.057730363,5.729717713,0.013026379,5.739999983,1.642248694,5.728825985,0.013649769
37,5.749439813,0.07841723,5.748523984,0.291027638,5.749439813,0.184931539,5.748523984,0.517642719,5.748523984,0.142230136,5.749439813,0.147003967,5.748523984,0.147126261,5.749439813,0.209625445,5.748523984,0.212056717,5.749439813,0.008113631,5.759999983,1.433997944,5.748523984,0.116068233
38,5.769161914,0.006178322,5.768221984,0.068896962,5.769161914,0.056820933,5.768221984,0.503516785,5.768221984,0.105140334,5.769161914,0.01056216,5.768221984,0.030666078,5.769161914,0.00292097,5.768221984,0.195842421,5.769161914,0.161956836,5.779999983,5.010900023,5.768221984,0.10459986
39,5.788884014,0.064338813,5.787919983,0.087191439,5.788884014,0.000935526,5.787919983,0.846606726,5.787919983,0.176787143,5.788884014,0.006784357,5.787919983,0.089073844,5.788884014,0.107126272,5.787919983,0.147435048,5.788884014,0.137254401,5.799999982,3.588457543,5.787919983,0.067180382
40,5.808606114,0.049767946,5.807617983,0.038383825,5.808606114,0.015286168,5.807617983,1.03764654,5.807617983,0.577889255,5.808606114,0.075123145,5.807617983,0.095513794,5.808606114,0.059769243,5.807617983,0.383471711,5.808606114,0.02659892,5.819999982,2.666670505,5.807617983,0.201871289
41,5.828328215,0.149968144,5.827315982,0.221933649,5.828328215,0.077822985,5.827315982,0.924517811,5.827315982,0.364029298,5.828328215,0.061175657,5.827315982,0.076955426,5.828328215,0.081098899,5.827315982,0.134421125,5.828328215,0.081313149,5.839999981,0.754461092,5.827315982,0.058036927
42,5.848050315,0.053754894,5.847013982,0.206611814,5.848050315,0.113923603,5.847013982,1.082624982,5.847013982,0.004790209,5.848050315,0.000985912,5.847013982,0.173952109,5.848050315,0.29446006,5.847013982,0.148009921,5.848050315,0.546106089,5.859999981,0.674937247,5.847013982,0.442794586
43,5.867772415,0.105381493,5.866711982,0.091949162,5.867772415,0.044222939,5.866711982,2.001392524,5.866711982,0.215432713,5.867772415,0.082307499,5.866711982,0.31251502,5.867772415,0.011134716,5.866711982,0.324668198,5.867772415,0.098226389,5.87999998,0.594757961,5.866711982,0.193807455
44,5.887494516,0.02815713,5.886409981,0.618092621,5.887494516,0.113429993,5.886409981,2.444031573,5.886409981,0.003564389,5.887494516,0.145293325,5.886409981,0.305664087,5.887494516,0.014021555,5.886409981,0.080643076,5.887494516,0.086880426,5.89999998,2.486076767,5.886409981,0.102290183
45,5.907216616,0.042628166,5.906107981,0.012112565,5.907216616,0.109904551,5.906107981,3.138064991,5.906107981,0.010014049,5.907216616,0.10177779,5.906107981,0.212923908,5.907216616,0.098764848,5.906107981,0.02293652,5.907216616,0.115242796,5.919999979,3.067566937,5.906107981,0.130572068
46,5.926938716,0.128105954,5.92580598,0.177062152,5.926938716,0.085401011,5.92580598,4.731649507,5.92580598,0.07662868,5.926938716,0.00539987,5.92580598,0.28562056,5.926938716,0.302618972,5.92580598,0.018091981,5.926938716,0.143630957,5.939999979,0.649712547,5.92580598,0.066613201
47,5.946660817,0.051669068,5.94550398,0.094936104,5.946660817,0.069841361,5.94550398,6.378213065,5.94550398,0.321942545,5.946660817,0.004951544,5.94550398,0.226131056,5.946660817,0.189075982,5.94550398,0.410029355,5.946660817,0.185272423,5.959999979,1.2674864,5.94550398,0.007221495
48,5.966382917,0.099148988,5.96520198,0.052359966,5.966382917,0.013462344,5.96520198,8.461358629,5.96520198,0.216848107,5.966382917,0.064109791,5.96520198,0.16673228,5.966382917,0.062368689,5.96520198,0.019892442,5.966382917,0.180643384,5.979999978,4.815970094,5.96520198,0.024912964
49,5.986105017,0.05578435,5.984899979,0.221833872,5.986105017,0.228266181,5.984899979,12.2840135,5.984899979,0.165902346,5.986105017,0.047239956,5.984899979,0.20001805,5.986105017,0.127523551,5.984899979,0.257818352,5.986105017,0.116516326,5.999999978,2.900082029,5.984899979,0.235768863
50,6.005827118,0.071848762,6.004597979,0.416794734,6.005827118,0.08594598,6.004597979,15.71651986,6.004597979,0.059946305,6.005827118,0.154767399,6.004597979,0.372285276,6.005827118,0.245651678,6.004597979,0.297863958,6.005827118,0.066632561,6.019999977,4.984849406,6.004597979,0.598890825
51,6.025549218,0.044341994,6.024295978,0.261355009,6.025549218,0.095761011,6.024295978,20.08826038,6.024295978,0.19689023,6.025549218,0.000415779,6.024295978,0.326386371,6.025549218,0.152202799,6.024295978,0.039273959,6.025549218,0.110866766,6.039999977,0.570272224,6.024295978,0.102668479
52,6.045271318,0.114216487,6.043993978,0.059751528,6.045271318,0.032843544,6.043993978,24.12937697,6.043993978,0.069998362,6.045271318,0.162260381,6.043993978,0.208846276,6.045271318,0.263843589,6.043993978,0.020467512,6.045271318,0.005500185,6.059999976,1.656350484,6.043993978,0.208834159
53,6.064993419,0.159844337,6.063691977,0.235270321,6.064993419,0.009627445,6.063691977,30.3465166,6.063691977,0.123157388,6.064993419,0.026376455,6.063691977,0.02321773,6.064993419,0.014664058,6.063691977,0.186079227,6.064993419,0.062369117,6.079999976,4.243084185,6.063691977,0.003673508
54,6.084715519,0.174540493,6.083389977,0.21739293,6.084715519,0.158387848,6.083389977,39.09682683,6.083389977,0.318490464,6.084715519,0.016515862,6.083389977,0.48685701,6.084715519,0.249219557,6.083389977,0.034275158,6.084715519,0.053126272,6.099999975,2.169526672,6.083389977,0.299551024
55,6.104437619,0.059877724,6.103087977,0.196490562,6.104437619,0.069071835,6.103087977,49.55357716,6.103087977,0.086559179,6.104437619,0.211572253,6.103087977,0.150311871,6.104437619,0.096499708,6.103087977,0.471151958,6.104437619,0.010840436,6.119999975,3.418517912,6.103087977,0.025687289
56,6.12415972,0.009916904,6.122785976,0.253359622,6.12415972,0.244324918,6.122785976,61.62417375,6.122785976,0.030759428,6.12415972,0.023078421,6.122785976,0.210688111,6.12415972,0.095839471,6.122785976,0.167326947,6.12415972,0.325723256,6.139999975,3.507217938,6.122785976,0.311390184
57,6.14388182,0.073077809,6.142483976,0.007102685,6.14388182,0.181501585,6.142483976,77.5507098,6.142483976,0.081814154,6.14388182,2.38E+05,6.142483976,0.072739753,6.14388182,0.095150306,6.142483976,0.010786288,6.14388182,0.085076301,6.159999974,0.096573406,6.142483976,0.173954698
58,6.16360392,0.050239909,6.162181975,0.387338737,6.16360392,0.098855808,6.162181975,96.90989926,6.162181975,0.172426505,6.16360392,0.129038005,6.162181975,0.100228227,6.16360392,0.123856042,6.162181975,0.353484438,6.16360392,0.148687948,6.179999974,5.186584315,6.162181975,0.102805301
59,6.183326021,0.091665578,6.181879975,0.454875549,6.183326021,0.161731507,6.181879975,108.5838701,6.181879975,0.054551104,6.183326021,0.059734799,6.181879975,0.200559715,6.183326021,0.014217265,6.181879975,0.11594408,6.183326021,0.000685171,6.199999973,0.222749335,6.181879975,0.09132815
60,6.203048121,0.004504212,6.201577974,0.073395507,6.203048121,0.191557249,6.201577974,110.2776183,6.201577974,0.063397295,6.203048121,0.109526883,6.201577974,0.042937968,6.203048121,0.006502801,6.201577974,0.004115498,6.203048121,0.084189672,6.219999973,1.868572457,6.201577974,0.058892083
61,6.222770222,0.31601264,6.221275974,0.141523715,6.222770222,0.095740439,6.221275974,94.27940162,6.221275974,0.099591022,6.222770222,0.106456582,6.221275974,0.050961131,6.222770222,0.205857509,6.221275974,0.077523291,6.222770222,0.09496864,6.239999972,3.46054969,6.221275974,0.169281603
62,6.242492322,0.011598703,6.240973974,0.107945752,6.242492322,0.019783726,6.240973974,62.47416563,6.240973974,0.240198258,6.242492322,0.063751408,6.240973974,0.131723269,6.242492322,0.004777491,6.240973974,0.270029016,6.242492322,0.013274221,6.259999972,2.053182365,6.240973974,0.034811241
63,6.262214422,0.064249082,6.260671973,0.211242227,6.262214422,0.195043051,6.260671973,35.40451037,6.260671973,0.328786899,6.262214422,0.067390199,6.260671973,0.172893069,6.262214422,0.12856607,6.260671973,0.271553227,6.262214422,0.06196748,6.279999971,1.353529519,6.260671973,0.516478952
64,6.281936523,0.001227941,6.280369973,0.137701211,6.281936523,0.013550593,6.280369973,18.18955123,6.280369973,0.078537335,6.281936523,0.094267259,6.280369973,0.273678195,6.281936523,0.037105111,6.280369973,0.052494651,6.281936523,0.051111136,6.299999971,1.740414039,6.280369973,0.387128928
65,6.301658623,0.002249423,6.300067972,0.387570141,6.301658623,0.015844286,6.300067972,7.343792333,6.300067972,0.135202386,6.301658623,0.02851449,6.300067972,0.176138722,6.301658623,0.124278795,6.300067972,0.203762612,6.301658623,0.105273648,6.31999997,1.835013038,6.300067972,0.032179676
66,6.321380723,0.080272018,6.319765972,0.088623158,6.321380723,0.060562115,6.319765972,2.291829227,6.319765972,0.105880991,6.321380723,0.086751335,6.319765972,0.138214575,6.321380723,0.066013041,6.319765972,0.16089801,6.321380723,0.063271521,6.33999997,0.930267479,6.319765972,0.147399094
67,6.341102824,0.088509332,6.339463972,0.025003034,6.341102824,0.031129582,6.339463972,0.996597906,6.339463972,0.208199079,6.341102824,0.122104589,6.339463972,0.034242714,6.341102824,0.146699388,6.339463972,0.247825913,6.341102824,0.001453915,6.35999997,4.526177362,6.339463972,0.259727531
68,6.360824924,0.005947959,6.359161971,0.218651514,6.360824924,0.034747006,6.359161971,0.144562435,6.359161971,0.449533335,6.360824924,0.152436749,6.359161971,0.148618438,6.360824924,0.101787567,6.359161971,0.08186963,6.360824924,0.052095966,6.379999969,1.622742685,6.359161971,0.292300899
69,6.380547024,0.055641755,6.378859971,0.383073086,6.380547024,0.047633235,6.378859971,0.225147283,6.378859971,0.115588587,6.380547024,0.057155199,6.378859971,0.282926423,6.380547024,0.09000774,6.378859971,0.170501852,6.380547024,0.056467512,6.399999969,3.219963451,6.378859971,0.169864868
70,6.400269125,0.125156855,6.39855797,0.206350424,6.400269125,0.108062941,6.39855797,0.001563587,6.39855797,0.363735293,6.400269125,0.107423966,6.39855797,0.377642069,6.400269125,0.014301471,6.39855797,0.211279057,6.400269125,0.153457444,6.419999968,10.81783966,6.39855797,0.24599181
71,6.419991225,0.149263362,6.41825597,0.289029666,6.419991225,0.126471358,6.41825597,0.042601948,6.41825597,0.110568047,6.419991225,0.084989077,6.41825597,0.136025221,6.419991225,0.039182391,6.41825597,0.058745678,6.419991225,0.032219195,6.439999968,7.416371306,6.41825597,0.0378711
72,6.439713325,0.119470736,6.437953969,0.321573818,6.439713325,0.121779758,6.437953969,0.282123924,6.437953969,0.308070744,6.439713325,0.062601856,6.437953969,0.031624167,6.439713325,0.187322656,6.437953969,0.028425911,6.439713325,0.13528956,6.459999967,4.015558396,6.437953969,0.077508144
73,6.459435426,0.129380616,6.457651969,0.235201928,6.459435426,0.099564681,6.457651969,0.151338914,6.457651969,0.105133621,6.459435426,0.033648546,6.457651969,0.278730413,6.459435426,0.275002021,6.457651969,0.062927557,6.459435426,0.060984098,6.479999967,3.615400927,6.457651969,0.086918235
74,6.479157526,0.072329754,6.477349969,0.076210907,6.479157526,0.056377677,6.477349969,0.133057545,6.477349969,0.332221809,6.479157526,0.120918473,6.477349969,0.142324424,6.479157526,0.106832133,6.477349969,0.202915299,6.479157526,0.118394657,6.499999966,1.7158989,6.477349969,0.168373089
75,6.498879626,0.016985139,6.497047968,0.281062286,6.498879626,0.03305077,6.497047968,0.23389366,6.497047968,0.042424383,6.498879626,0.08170504,6.497047968,0.151513734,6.498879626,0.007428679,6.497047968,0.060300643,6.498879626,0.109693439,6.519999966,0.317052314,6.497047968,0.264027734
76,6.518601727,0.046796188,6.516745968,0.083435908,6.518601727,0.016712337,6.516745968,0.109927363,6.516745968,0.264280816,6.518601727,0.132290453,6.516745968,0.130215372,6.518601727,0.128366458,6.516745968,0.019231016,6.518601727,0.054721716,6.539999966,1.58113883,6.516745968,0.028282648
77,6.538323827,0.096468474,6.536443967,0.372263548,6.538323827,0.112114814,6.536443967,0.113178309,6.536443967,0.143183718,6.538323827,0.077042153,6.536443967,0.018046121,6.538323827,0.289049988,6.536443967,0.136844912,6.538323827,0.046072082,6.559999965,0.061605564,6.536443967,0.063557526
78,6.558045927,0.197754625,6.556141967,0.391582441,6.558045927,0.240960793,6.556141967,0.067228804,6.556141967,0.501078414,6.558045927,0.18060232,6.556141967,0.05847236,6.558045927,0.158791431,6.556141967,0.195331334,6.558045927,0.096972051,6.579999965,1.041416857,6.556141967,0.059001692
79,6.577768028,0.055449812,6.575839967,0.073728436,6.577768028,0.013772294,6.575839967,0.042675036,6.575839967,0.047567851,6.577768028,0.032887399,6.575839967,0.341296667,6.577768028,0.048437354,6.575839967,0.021392751,6.577768028,0.141284054,6.599999964,0.020572709,6.575839967,0.276393999
80,6.597490128,0.027351156,6.595537966,0.470302756,6.597490128,0.062201284,6.595537966,0.269515637,6.595537966,0.229111769,6.597490128,0.04202853,6.595537966,0.212048888,6.597490128,0.248993055,6.595537966,0.290978852,6.597490128,0.05908715,6.619999964,3.000926881,6.595537966,0.115585524
81,6.617212228,0.048558072,6.615235966,0.146101215,6.617212228,0.091897391,6.615235966,0.54933528,6.615235966,0.013950476,6.617212228,0.090441763,6.615235966,0.188713343,6.617212228,0.145379155,6.615235966,0.02249646,6.617212228,0.137392842,6.639999963,0.023081913,6.615235966,0.120897799
82,6.636934329,0.018627225,6.634933965,0.344526518,6.636934329,0.134839839,6.634933965,0.215764169,6.634933965,0.096537612,6.636934329,0.016934967,6.634933965,0.165468525,6.636934329,0.068283492,6.634933965,0.100493208,6.636934329,0.201623491,6.659999963,1.545892386,6.634933965,0.198034143
83,6.656656429,0.222963804,6.654631965,0.166095858,6.656656429,0.020611589,6.654631965,0.292955534,6.654631965,0.323401971,6.656656429,0.034370796,6.654631965,0.320888228,6.656656429,0.021976474,6.654631965,0.140327291,6.656656429,0.120377284,6.679999962,1.069358301,6.654631965,0.151179825
84,6.67637853,0.028066853,6.674329964,0.404470535,6.67637853,0.114961106,6.674329964,0.271464277,6.674329964,0.08844554,6.67637853,0.152466352,6.674329964,0.397032529,6.67637853,0.046035662,6.674329964,0.288602709,6.67637853,0.118521949,6.699999962,1.593479657,6.674329964,0.13678001
85,6.69610063,0.17710522,6.694027964,0.011792208,6.69610063,0.000770128,6.694027964,0.300230997,6.694027964,0.137758969,6.69610063,0.015277088,6.694027964,0.281466075,6.69610063,0.055629738,6.694027964,0.278194604,6.69610063,0.123306162,6.719999962,4.118256455,6.694027964,0.26141857
86,6.71582273,0.074840797,6.713725964,0.273145687,6.71582273,0.004048671,6.713725964,0.120675398,6.713725964,0.3157052,6.71582273,0.115250751,6.713725964,0.258584168,6.71582273,0.038310727,6.713725964,0.109102975,6.71582273,0.04213733,6.739999961,1.356311306,6.713725964,0.189199667
87,6.735544831,0.065188935,6.733423963,0.175919968,6.735544831,0.007308387,6.733423963,0.12484132,6.733423963,0.103732624,6.735544831,0.065115645,6.733423963,0.308545274,6.735544831,0.080578736,6.733423963,0.298038307,6.735544831,0.159406992,6.759999961,0.169776374,6.733423963,0.425158657
88,6.755266931,0.043649312,6.753121963,0.128814155,6.755266931,0.015905751,6.753121963,0.373713205,6.753121963,0.191250164,6.755266931,0.104999398,6.753121963,0.117599673,6.755266931,0.009365179,6.753121963,0.240648865,6.755266931,0.001075338,6.77999996,3.196519496,6.753121963,0.040974157
89,6.774989031,0.040033729,6.772819962,0.090384761,6.774989031,0.052366229,6.772819962,0.072060873,6.772819962,0.096141585,6.774989031,0.003902747,6.772819962,0.25000741,6.774989031,0.04633583,6.772819962,0.230435708,6.774989031,0.235293528,6.79999996,1.27608194,6.772819962,0.005756643
90,6.794711132,0.142173253,6.792517962,0.285529145,6.794711132,0.062390506,6.792517962,0.306198209,6.792517962,0.100366109,6.794711132,0.008578535,6.792517962,0.096589952,6.794711132,0.063402001,6.792517962,0.273182041,6.794711132,0.044184839,6.819999959,0.248027935,6.792517962,0.046867868
91,6.814433232,0.000326121,6.812215962,0.284469821,6.814433232,0.013545227,6.812215962,0.262622379,6.812215962,0.435408281,6.814433232,0.006634616,6.812215962,0.191770508,6.814433232,0.005573877,6.812215962,0.001487409,6.814433232,0.013664179,6.839999959,0.280681512,6.812215962,0.131844521
92,6.834155332,0.03045663,6.831913961,0.216840816,6.834155332,0.042813001,6.831913961,0.258797903,6.831913961,0.373745242,6.834155332,0.156675998,6.831913961,0.091156818,6.834155332,0.057662171,6.831913961,0.018168199,6.834155332,0.131062799,6.859999958,0.1899536,6.831913961,0.197973912
93,6.853877433,0.067220863,6.851611961,0.030178504,6.853877433,0.138872597,6.851611961,0.108719715,6.851611961,0.10446454,6.853877433,0.103341489,6.851611961,0.136076481,6.853877433,0.057736423,6.851611961,0.147235604,6.853877433,0.175735887,6.879999958,2.840066729,6.851611961,0.071503835
